tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
114+05365,OR-213,NORTHBOUND,SE WOODSTOCK BLVD,OR,MULTNOMAH,97266,45.47587,-122.57908,45.47946,-122.57901,0.248028,34.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,17769,984,274,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,8885,492,137
114+04397,I-205,NORTHBOUND,DIVISION ST/EXIT 19,OR,MULTNOMAH,97266,45.50198,-122.56517,45.50441,-122.56513,0.167876,25.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,1,6,205,2,1,205,100311,4721,11060,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,50156,2361,5530
114+05366,OR-213,NORTHBOUND,SE FOSTER RD,OR,MULTNOMAH,97266,45.47946,-122.57901,45.48281,-122.57896,0.231444,35.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,17688,978,271,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,8844,489,136
114+04398,I-205,NORTHBOUND,WASHINGTON ST/STARK ST/EXIT 20,OR,MULTNOMAH,97216,45.50817,-122.56522,45.51468,-122.5653,0.449878,27.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,,6,205,2,1,205,148453,4721,11060,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,74227,2361,5530
114-04368,US-26,EASTBOUND,I-405/MARKET ST,OR,MULTNOMAH,97201,45.51549,-122.69966,45.51533,-122.69377,0.295287,50.0,America/Los_Angeles,P1.11,USA,89,2,N,2,71317,1,2,3,26,3,1,26,58795,1529,1252,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,58795,1529,1252
114-04489,I-84,WESTBOUND,I-205/EXIT 8,OR,MULTNOMAH,97220,45.54325,-122.55943,45.54284,-122.55955,0.028912,381.0,America/Los_Angeles,P1.1,USA,95,2,N,1,71317,4,,1,84,1,1,84,11937,1540,4923,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,11937,1540,4923
114+04394,I-205,NORTHBOUND,JOHNSON CREEK BLVD/EXIT 16,OR,CLACKAMAS,97086,45.43324,-122.56585,45.45184,-122.57228,1.322198,19.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,,6,205,2,1,205,58125,1868,4379,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,29063,934,2190
114-04365,WA-14,EASTBOUND,SE EVERGREEN HWY/RIVERSIDE DR/EXIT 3,WA,CLARK,98661,45.61853,-122.64216,45.615190002119,-122.612010020131,1.497199,4.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,,4,14,4,1,,53705,1675,1637,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,26853,838,819
114-04486,I-84,WESTBOUND,82ND AVE/EXIT 5,OR,MULTNOMAH,97220,45.53239,-122.57583,45.53262,-122.57654,0.037857,386.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,6,84,2,1,,130012,4355,6279,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,65006,2178,3140
114+11929,NE 82ND AVE,NORTHBOUND,NE AIRPORT WAY,OR,MULTNOMAH,97220,45.5763,-122.5777,45.58027,-122.57312,0.375439,2.0,America/Los_Angeles,P1.11,USA,1641,4,N,3,71317,2,,4,,1,1,,22090,1405,669,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11045,703,335
114-04364,WA-14,EASTBOUND,LIESER RD/EXIT 4,WA,CLARK,98664,45.61499,-122.60803,45.61177,-122.58889,0.955079,5.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,,4,14,4,1,,58288,1819,1778,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,29144,910,889
114-04485,I-84,WESTBOUND,68TH AVE/NE HALSEY ST/EXIT 4,OR,MULTNOMAH,97213,45.53477,-122.58255,45.533640007936,-122.593119984577,0.563888,388.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,6,84,2,1,84,130041,4355,6279,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,65021,2178,3140
114P05939,OR-99E,NORTHBOUND,US-26/ROSS ISLAND BRIDGE/WOODWARD ST,OR,MULTNOMAH,97202,45.50008,-122.66026,45.50216,-122.66081,0.146378,62.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,6,1,6,99,4,1,,47516,1487,1290,1,99,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,23758,744,645
114-04488,I-84,WESTBOUND,HALSEY ST/EXIT 7,OR,MULTNOMAH,97220,45.53959,-122.55996,45.53305,-122.56447,0.523019,382.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,1,6,84,2,1,84,108320,3626,5242,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,54160,1813,2621
114-04487,I-84,WESTBOUND,I-205/EXIT 6,OR,MULTNOMAH,97220,45.5322,-122.56643,45.53149,-122.56981,0.172167,384.0,America/Los_Angeles,P1.1,USA,95,2,N,1,71317,6,1,6,84,2,1,,130012,4355,6279,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,65006,2178,3140
114-04361,WA-14,EASTBOUND,164TH AVE/EXIT 8,WA,CLARK,98683,45.60133,-122.54143,45.59357,-122.51088,1.571347,11.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,,4,14,4,1,,41625,1284,925,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20813,642,463
114+05367,OR-213,NORTHBOUND,SE HOLGATE BLVD,OR,MULTNOMAH,97266,45.48281,-122.57896,45.49027,-122.57882,0.515416,36.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,19416,1074,298,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9708,537,149
114-04482,I-84,WESTBOUND,39TH AVE/EXIT 2,OR,MULTNOMAH,97213,45.5304,-122.61497,45.53317,-122.62295,0.436935,393.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,6,84,2,1,84,138706,4646,6698,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,69353,2323,3349
114+04399,I-205,NORTHBOUND,I-84/US-30/EXIT 21,OR,MULTNOMAH,97216,45.51903,-122.56526,45.52455,-122.56518,0.381342,29.0,America/Los_Angeles,P1.1,USA,92,1,N,1,71317,6,1,6,205,2,1,205,118253,4312,9341,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,59127,2156,4671
114-04481,I-84,WESTBOUND,33RD AVE,OR,MULTNOMAH,97232,45.53372,-122.62535,45.53426,-122.6277,0.119698,395.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,6,84,2,1,,138081,4626,6669,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,69041,2313,3335
114N04509,I-405,SOUTHBOUND,SALMON ST/EXIT 2A (NB),OR,MULTNOMAH,97201,45.51631,-122.68827,45.51202,-122.68918,0.308676,11.0,America/Los_Angeles,P1.3,USA,97,2,N,1,71317,6,1,4,405,2,1,,90961,3709,6775,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,45481,1855,3388
114-05210,WA-14,EASTBOUND,WA-140/15TH ST,WA,CLARK,98607,45.58053,-122.42825,45.57663,-122.35636,3.690789,17.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,1,4,14,4,1,,23573,940,1018,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11787,470,509
114+05368,OR-213,NORTHBOUND,US-26/SE POWELL BLVD,OR,MULTNOMAH,97266,45.49027,-122.57882,45.49741,-122.57874,0.49327,37.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,22955,901,286,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11478,451,143
114+05369,OR-213,NORTHBOUND,SE DIVISION ST,OR,MULTNOMAH,97266,45.49741,-122.57874,45.50482,-122.57868,0.511908,38.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,24949,980,310,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12475,490,155
114-04484,I-84,WESTBOUND,60TH AVE/EXIT 3,OR,MULTNOMAH,97213,45.5324,-122.59549,45.53054,-122.5991,0.216858,390.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,6,84,2,1,84,130212,4361,6287,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,65106,2181,3144
114-04363,WA-14,EASTBOUND,ELLSWORTH AVE/EXIT 5,WA,CLARK,98664,45.60973,-122.57901,45.60715,-122.5668,0.6164,7.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,,4,14,4,1,,47190,1472,1439,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,23595,736,720
114-04483,I-84,WESTBOUND,47TH AVE/EXIT 2,OR,MULTNOMAH,97213,45.52739,-122.60782,45.530079990662,-122.614489985736,0.383998,392.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,1,6,84,2,1,84,136702,4656,6713,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,68351,2328,3357
114-04362,WA-14,EASTBOUND,I-205/EXIT 6,WA,CLARK,98664,45.6061,-122.56191,45.60598,-122.56139,0.026462,9.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,,4,14,4,1,,47190,1472,1439,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,23595,736,720
114N04517,US-30,SOUTHBOUND,US-30/VAUGHN ST,OR,MULTNOMAH,97209,45.5364,-122.69528,45.53603,-122.69389,0.071952,32.0,America/Los_Angeles,P1.11,USA,98,3,N,2,71317,6,1,5,30,3,1,,47165,2349,3037,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,23583,1175,1519
114-04480,I-84,WESTBOUND,33RD AVE/EXIT 1,OR,MULTNOMAH,97232,45.53411,-122.63068,45.53395,-122.63107,0.02187,397.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,6,84,2,1,,138081,4626,6669,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,69041,2313,3335
114P12675,NE GLISAN ST,EASTBOUND,NE 238TH DR/NE 242ND DR,OR,MULTNOMAH,97060,45.52767,-122.41408,45.52772,-122.41315,0.045143,17.0,America/Los_Angeles,P1.11,USA,1849,4,N,3,71317,2,,4,,1,1,,14259,1811,264,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7130,906,132
114N04513,I-405,SOUTHBOUND,US-30/EXIT 3,OR,MULTNOMAH,97209,45.5353,-122.68621,45.53098,-122.68709,0.310538,5.0,America/Los_Angeles,P1.3,USA,97,2,N,1,71317,6,1,4,405,2,1,,91572,3928,6400,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,45786,1964,3200
114N04512,I-405,SOUTHBOUND,EVERETT ST/EXIT 2,OR,MULTNOMAH,97209,45.52858,-122.687,45.52721,-122.68695,0.09467,6.001,America/Los_Angeles,P1.3,USA,97,2,N,1,71317,6,1,4,405,2,1,,85456,3486,6366,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,42728,1743,3183
114N04514,I-405,SOUTHBOUND,FREMONT BRIDGE,OR,MULTNOMAH,97209,45.54025,-122.68013,45.5356,-122.68583,0.42341,3.0,America/Los_Angeles,P3.2,USA,97,2,N,1,71317,2,1,6,405,2,1,405,96606,4230,6564,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,48303,2115,3282
114-12194,ANDRESEN RD,SOUTHBOUND,E MILL PLAIN BLVD,WA,CLARK,98661,45.64768,-122.60127,45.62684,-122.60179,1.455932,6.0,America/Los_Angeles,P1.11,USA,1714,4,N,3,71317,2,,4,,1,1,,25696,1536,320,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12848,768,160
114N04511,I-405,SOUTHBOUND,COUCH ST/EXIT 2,OR,MULTNOMAH,97209,45.52643,-122.68692,45.52198,-122.68573,0.315377,8.0,America/Los_Angeles,P1.3,USA,97,2,N,1,71317,6,1,4,405,2,1,405,84886,3462,6323,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,42443,1731,3162
114P12319,BROADWAY,NORTHBOUND,BROADWAY BRIDGE/N INTERSTATE AVE,OR,MULTNOMAH,97209,45.52987,-122.6776,45.53346,-122.67123,0.395932,3.0,America/Los_Angeles,P1.11,USA,1753,4,N,3,71317,2,1,4,,1,1,,23506,541,223,4,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11753,271,112
114N04510,I-405,SOUTHBOUND,US-26/EXIT 1D (SB),OR,MULTNOMAH,97205,45.5183,-122.68721,45.51699,-122.68792,0.096806,10.001,America/Los_Angeles,P1.3,USA,97,2,N,1,71317,2,1,4,405,2,1,405,86776,3540,6463,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,43388,1770,3232
114P12677,N GOING ST,EASTBOUND,I-5,OR,MULTNOMAH,97217,45.55612,-122.68017,45.55613,-122.67946,0.03435,2.0,America/Los_Angeles,P1.3,USA,1850,4,N,1,71317,4,,1,,1,1,,6484,2234,1668,1,96,1,100,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,6484,2234,1668
114+05374,OR-213,NORTHBOUND,NE 82ND AVE/CASCADE HWY,OR,MULTNOMAH,97220,45.55243,-122.57865,45.56021,-122.57852,0.537543,43.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,18315,718,226,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9158,359,113
114+05375,OR-213,NORTHBOUND,US-30 BYP/NE KILLINGSWORTH ST,OR,MULTNOMAH,97220,45.56021,-122.57852,45.56267,-122.57767,0.181904,44.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,1,4,213,4,1,213,14183,556,175,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7092,278,88
114+05376,OR-213,NORTHBOUND,NE COLUMBIA BLVD,OR,MULTNOMAH,97220,45.56267,-122.57767,45.56464,-122.57767,0.136087,45.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,6,1,2,213,4,1,,23029,905,288,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,11515,453,144
114-05209,WA-14,EASTBOUND,NW 6TH AVE,WA,CLARK,98607,45.58431,-122.4689,45.58024,-122.43533,1.714801,15.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,,4,14,4,1,,36350,1151,674,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,18175,576,337
114+05377,OR-213,NORTHBOUND,NE ALDERWOOD RD,OR,MULTNOMAH,97220,45.56806,-122.57768,45.5757,-122.57769,0.527779,47.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,1,4,213,1,1,213,22983,1466,673,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11492,733,337
114+05370,OR-213,NORTHBOUND,SE STARK ST,OR,MULTNOMAH,97216,45.50482,-122.57868,45.51913,-122.57906,0.988921,39.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,26581,1043,330,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,13291,522,165
114-04479,I-84,WESTBOUND,LLOYD BLVD/NE 1ST AVE/EXIT 1,OR,MULTNOMAH,97232,45.53277,-122.63261,45.52991,-122.64761,0.798819,399.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,7,84,2,1,84,143568,5630,6908,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,71784,2815,3454
114-04478,I-84,WESTBOUND,OR-99E/PACIFIC HWY/GRAND AVE,OR,MULTNOMAH,97232,45.52852,-122.65357,45.52635,-122.65918,0.311441,401.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,1,6,84,2,1,84,135667,4017,5141,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,67834,2009,2571
114+05371,OR-213,NORTHBOUND,NE GLISAN ST,OR,MULTNOMAH,97220,45.51913,-122.57906,45.52642,-122.57906,0.503618,40.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,25549,1004,319,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12775,502,160
114+05372,OR-213,NORTHBOUND,NE WASCO ST,OR,MULTNOMAH,97220,45.52642,-122.57906,45.53241,-122.57905,0.413798,41.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,23698,930,295,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11849,465,148
114-05325,OR-99E,SOUTHBOUND,SE MILWAUKIE AVE,OR,MULTNOMAH,97202,45.49035,-122.65432,45.48727,-122.65033,0.288461,18.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,6,,6,99,4,1,,47225,1426,1318,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,23613,713,659
114-05326,OR-99E,SOUTHBOUND,SE HOLGATE BLVD,OR,MULTNOMAH,97202,45.50008,-122.66026,45.49035,-122.65432,0.740593,17.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,6,,6,99,4,1,,47225,1426,1318,1,99,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,23613,713,659
114+05373,OR-213,NORTHBOUND,US-30 BUS/NE SANDY BLVD,OR,MULTNOMAH,97220,45.53241,-122.57905,45.55243,-122.57865,1.383256,42.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,1,4,213,4,1,213,20933,820,260,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10467,410,130
114-05323,OR-99E,SOUTHBOUND,MILWAUKIE EXPY,OR,CLACKAMAS,97222,45.46429,-122.6384,45.44993,-122.64204,1.009088,20.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,2,1,6,99,4,1,99E,38765,1169,1080,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,19383,585,540
114-05324,OR-99E,SOUTHBOUND,SE TACOMA ST,OR,MULTNOMAH,97202,45.48727,-122.65033,45.46429,-122.6384,1.775797,19.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,6,,6,99,4,1,,47225,1426,1318,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,23613,713,659
114-04477,I-84,WESTBOUND,I-5,OR,MULTNOMAH,97232,45.52577,-122.66039,45.5254,-122.66171,0.069104,403.0,America/Los_Angeles,P1.1,USA,95,2,N,1,71317,6,1,6,99,4,1,,121523,3107,4187,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,60762,1554,2094
114N04407,I-205,SOUTHBOUND,WA-500/NE 30TH CIR/EXIT 30,WA,CLARK,98662,45.66342,-122.57717,45.650670012468,-122.56737000513,1.00704,6.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,4,500,4,1,,66693,2347,2558,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,33347,1174,1279
114N04406,I-205,SOUTHBOUND,MILL PLAIN RD/EXIT 28,WA,CLARK,98664,45.62518,-122.5597,45.61664,-122.55663,0.62238,8.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,7,205,2,1,,92766,3339,3905,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,46383,1670,1953
114N05979,OR-43,SOUTHBOUND,I-5,OR,MULTNOMAH,97239,45.49932,-122.67399,45.49649,-122.67387,0.196098,4.0,America/Los_Angeles,P1.11,USA,288,3,N,1,71317,4,,1,,1,1,,7706,,,1,90,1,100,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,7706,,
114N04403,I-205,SOUTHBOUND,AIRPORT WAY/EXIT 24,OR,MULTNOMAH,97220,45.57449,-122.54641,45.56742,-122.55483,0.638462,13.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,7,205,2,1,,108779,3790,7181,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,54390,1895,3591
114N04402,I-205,SOUTHBOUND,US-30 BUS/COLUMBIA BLVD/EXIT 23,OR,MULTNOMAH,97220,45.56333,-122.56026,45.55798,-122.56678,0.488967,15.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,7,205,2,1,,136043,4829,10462,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,68022,2415,5231
114N04405,I-205,SOUTHBOUND,WA-14/EXIT 27,WA,CLARK,98664,45.61145,-122.55294,45.60299,-122.55151,0.588553,10.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,7,205,2,1,,101306,3646,4264,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,50653,1823,2132
114N04404,I-205,SOUTHBOUND,GLENN JACKSON BRIDGE,OR,MULTNOMAH,97220,45.59852,-122.55072,45.58061001132,-122.543879999172,1.292897,11.001,America/Los_Angeles,P3.2,USA,92,1,N,1,71317,6,1,7,205,2,1,,129438,4628,7631,1,92,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,64719,2314,3816
114P12449,N COLUMBIA,WESTBOUND,NE LOMBARD PL,OR,MULTNOMAH,97211,45.57721,-122.64699,45.57739,-122.64772,0.037423,8.0,America/Los_Angeles,P1.11,USA,1789,4,N,3,71317,2,,4,,1,1,,25179,2468,2047,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12590,1234,1024
114N04401,I-205,SOUTHBOUND,US-30 BUS/SANDY BLVD/EXIT 23,OR,MULTNOMAH,97220,45.55709,-122.56723,45.55539,-122.56731,0.118475,17.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,7,205,2,1,,136043,4829,10462,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,68022,2415,5231
114N04400,I-205,SOUTHBOUND,I-84/US-30/EXIT 22,OR,MULTNOMAH,97220,45.5509,-122.56329,45.54098,-122.56271,0.739123,19.0,America/Los_Angeles,P1.1,USA,92,1,N,1,71317,6,1,7,205,2,1,,131372,4663,10102,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,65686,2332,5051
114-12088,SE 182ND AVE,SOUTHBOUND,US-26/W POWELL LOOP,OR,MULTNOMAH,97030,45.50457,-122.47564,45.49058,-122.47555,0.966485,3.0,America/Los_Angeles,P1.11,USA,1683,4,N,3,71317,2,,4,,1,1,,18111,1918,662,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9056,959,331
114P12566,NW EVERETT ST,EASTBOUND,I-405,OR,MULTNOMAH,97209,45.52501,-122.68728,45.52505,-122.68528,0.096857,3.0,America/Los_Angeles,P1.3,USA,1825,4,N,4,71317,1,1,2,,1,1,,5673,440,281,4,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,5673,440,281
114P12446,N COLUMBIA,WESTBOUND,OR-213/NE 82ND AVE/CASCADE HWY,OR,MULTNOMAH,97218,45.5645,-122.57684,45.56479,-122.57853,0.084158,3.0,America/Los_Angeles,P1.11,USA,1789,4,N,3,71317,2,1,2,,1,1,,23029,905,288,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,11515,453,144
114P12688,GRAND BLVD,NORTHBOUND,COLUMBIA HOUSE BLVD,WA,CLARK,98661,45.61885,-122.64342,45.61909,-122.64342,0.016579,2.0,America/Los_Angeles,P1.11,USA,1855,4,N,3,71317,2,,2,,1,1,,9594,558,222,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4797,279,111
114-12089,SE 182ND AVE,SOUTHBOUND,SE DIVISION ST,OR,MULTNOMAH,97233,45.51533,-122.47582,45.50457,-122.47564,0.743574,2.0,America/Los_Angeles,P1.11,USA,1683,4,N,3,71317,2,,4,,1,1,,22429,2389,1054,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11215,1195,527
114P12448,N COLUMBIA,WESTBOUND,NE 33RD AVE,OR,MULTNOMAH,97211,45.57344,-122.62948,45.57398,-122.63222,0.137661,6.0,America/Los_Angeles,P1.11,USA,1789,4,N,3,71317,2,,4,,1,1,,25179,2468,2047,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12590,1234,1024
114-04505,I-405,SOUTHBOUND,I-5 (PORTLAND) (SOUTH),OR,MULTNOMAH,97201,45.50574,-122.68081,45.50555,-122.68003,0.040044,18.0,America/Los_Angeles,P1.1,USA,97,2,N,1,71317,6,1,4,405,2,1,,76575,3123,5705,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,38288,1562,2853
114+05264,US-26,WESTBOUND,SE 82ND AVE/CASCADE HWY,OR,MULTNOMAH,97266,45.49738,-122.56664,45.49741,-122.57874,0.585924,157.0,America/Los_Angeles,P1.11,USA,209,3,N,3,71317,2,,4,26,3,1,26,30221,839,674,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,15111,420,337
114+05265,US-26,WESTBOUND,I-205,OR,MULTNOMAH,97266,45.49706,-122.53765,45.49723,-122.56459,1.328375,155.0,America/Los_Angeles,P1.11,USA,209,4,N,3,71317,2,,2,26,3,1,26,16367,454,365,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,8184,227,183
